id,movieId,actors,characters,composer,directors,genres,imdb_title,location,plot,quote,release_date,songs,source_material,time_period,album_link
1,6da4d992-97ca-3acc-834c-37c1ad34872c,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell']","['Don Lockwood', 'Cosmo Brown', 'Kathy Selden', 'Lina Lamont', 'R.F. Simpson']",Al Hoffman,"['Stanley Donen', 'Gene Kelly']","['Comedy', 'Musical', 'Romance']",Singin' in the Rain,['Hollywood'],"['A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.', ""1927 Hollywood. Monumental Pictures' biggest stars, glamorous on-screen couple Lina Lamont and Don Lockwood, are also an off-screen couple if the trade papers and gossip columns are to be believed. Both perpetuate the public perception if only to please their adoring fans and bring people into the movie theaters. In reality, Don barely tolerates her, while Lina, despite thinking Don beneath her, simplemindedly believes what she sees on screen in order to bolster her own stardom and sense of self-importance. R.F. Simpson, Monumental's head, dismisses what he thinks is a flash in the pan: talking pictures. It isn't until The Jazz Singer (1927) becomes a bona fide hit which results in all the movie theaters installing sound equipment that R.F. knows Monumental, most specifically in the form of Don and Lina, have to jump on the talking picture bandwagon, despite no one at the studio knowing anything about the technology. Musician Cosmo Brown, Don's best friend, gets hired as Monumental's ideas man and musical director. And by this time, Don has secretly started dating Kathy Selden, a chorus girl who is trying to make it big in pictures herself. Don and Kathy's relationship is despite their less than friendly initial meeting. Cosmo and Kathy help Don, who had worked his way up through the movie ranks to stardom, try make the leap to talking picture stardom, with Kathy following along the way. However, they have to overcome the technological issues. But the bigger problem is Lina, who will do anything to ensure she also makes the successful leap into talking pictures, despite her own inabilities and at anyone and everyone else's expense if they get in her way, especially Kathy as Don's off screen girlfriend and possibly his new talking picture leading lady.—Huggo"", 'Taking place during the rise of the ""talkies"", we meet Don Lockwood and Lina Lamont who have risen to stardom during the silent-film era of Hollywood. Beautiful, charismatic and influential, the two combine to make a great on-screen pair. The introduction of talking pictures poses a threat to the powerful duo, however, when it is discovered by audiences that Lina has an excruciatingly shrill voice. Enter young studio singer Kathy Selden, a woman who lacks the stardom of Ms. Lamont but possesses the beautiful voice of which Lina is in dire need. Can Don and Lina find a solution to Lina\'s laughably annoying voice to salvage their careers?—Kyle Perez', 'A middle-aged male filmmaker and his working partner do everything to come up with a new film. They struggle to find a new idea. They meet an actress who could help them. The three of them team up to create a new film that everyone will like.—RECB3', 'In 1927, Don Lockwood and Lina Lamont are a famous on-screen romantic pair. Lina, however, mistakes the on-screen romance for real love. Don has worked hard to get where he is today, with his former partner Cosmo. When Don and Lina\'s latest film is transformed into a musical, Don has the perfect voice for the songs. But Lina - well, even with the best efforts of a diction coach, they still decide to dub over her voice. Kathy Selden is brought in, an aspiring actress, and while she is working on the movie, Don falls in love with her. Will Kathy continue to ""aspire"", or will she get the break she deserves ?—Colin Tinto <cst@imdb.com>']","There is no movie musical more fun than Singin' in the Rain, and few that remain as fresh over the years.",1952,"['Fit as a Fiddle (And Ready for Love)', 'Temptation', 'All I Do Is Dream of You', ""Singin' in the Rain"", ""Make 'Em Laugh"", 'Beautiful Girl Montage', 'You Were Meant for Me', 'You Are My Lucky Star', 'Moses Supposes', 'Good Morning', 'Would You?', 'Broadway Melody']",Unknown,1920s,
2,56b1624a-1ceb-3598-8ee2-62236554094a,"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Erik Rhodes', 'Eric Blore']","['Jerry Travers', 'Dale Tremont', 'Horace Hardwick', 'Alberto Beddini', 'Bates']",Unknown,['Mark Sandrich'],"['Comedy', 'Musical', 'Romance']",Top Hat,['Britain'],"['An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.', ""Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.—Anonymous"", 'Dancer Jerry Travers meets his friend and producer Horace Hardwick at the conservative Thackeray Club in London and Horace invites Jerry to spend the night in his hotel. Jerry is excited with the show and has a ""dance attack"", tap dancing in Horace\'s room and disturbing guest Dale Tremont who is lodged in the room below. Dale goes upstairs to complain about the noise and meets Jerry and they flirt with each other. The next morning, Dale mistakes the single Jerry for the married Horace and becomes upset with her flirtation. When she learns that Horace is the husband of her friend Helen Broderick, there are many complications and confusions in the lives of the two friends.—Claudio Carvalho, Rio de Janeiro, Brazil', ""Song and dance man Jerry Travers is in London to open his show, produced by his good friend Horace Hardwick. He stays in Horace's suite the night before the show opens and becomes enamored with the woman in the suite below theirs, Dale Tremont. Due to a mix-up, Dale believes that Jerry is Horace. The only problem is that Horace is married to her old friend Madge and so Dale decides to teach him a lesson. After much singing and dancing, they eventually sort it all out.—garykmcd""]",Tip top.,1935,['Unknown'],Unknown,Unknown,
3,718dd15b-50ee-3090-84c7-13244b587b00,"['Judy Garland', ""Margaret O'Brien"", 'Mary Astor', 'Lucille Bremer', 'Leon Ames']","['Esther Smith', ""'Tootie' Smith"", 'Mrs. Anna Smith', 'Rose Smith', 'Mr. Alonzo Smith']",Robert Cole,['Vincente Minnelli'],"['Comedy', 'Drama', 'Family', 'Musical', 'Romance']",Meet Me in St. Louis,['Unknown'],"['Young love and childish fears highlight a year in the life of a turn-of-the-century family.', 'St. Louis 1903. The well-off Smith family has four beautiful daughters, including Esther and little Tootie. 17-year old Esther has fallen in love with the boy next door who has just moved in, John. He however barely notices her at first. The family is shocked when Mr. Smith reveals that he has been transfered to a nice position in New York, which means that the family has to leave St. Louis and the St. Louis Fair.—Mattias Thuresson', 'Judy Garland stars in a timeless tale of family, captured with warmth and emotion by director Vincente Minnelli. The enduring popularity of Meet Me in St. Louis comes from a terrific blend of music, romance and humor. Starring Judy Garland, together with \'Margaret OBrien (awarded a special Oscar as 1944\'s outstanding child actress) and Mary Astor, and featuring the musical classics ""Meet Me in St. Louis, Louis,"" ""The Trolley Song"" and ""Have Yourself a Merry Little Christmas."" St. Louis 1903. The well-off Smith family has four beautiful daughters, including Esther and little Tootie. Seventeen-year old Esther has fallen in love with John, the boy next door who has just moved in. He, however, barely notices her at first. The family is shocked when Mr. Smith reveals that he has been transferred to a nice position in New York, which means that the family has to leave St. Louis just before the start of the St. Louis 1904 World\'s Fair.—Anonymous']","Minnelli proves his eye for detail and captures the era and its values in richly colored, gentle images, displaying a startling balance of emotions from scene to scene, song to song.",1944,['Unknown'],Novel by Life with Father,Unknown,
4,80f30474-3ac3-36c7-a43b-648d1a627432,"['Judy Garland', 'Frank Morgan', 'Ray Bolger', 'Bert Lahr', 'Jack Haley']","['Dorothy', 'Professor Marvel', 'Hunk', 'Zeke', 'Hickory']",Unknown,"['Victor Fleming', 'King Vidor']","['Adventure', 'Family', 'Fantasy', 'Musical']",The Wizard of Oz,['Kansas'],"[""Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."", ""When a tornado rips through Kansas, Dorothy Gale and her dog, Toto, are whisked away from their house to the magical Land of Oz. They follow the Yellow Brick Road to the Emerald City to meet the Wizard, and on the way, they meet a Scarecrow who wants a brain, a Tin Man who wants a heart, and a Cowardly Lion who wants courage. The Wizard asks them to bring him the Wicked Witch of the West's broom to earn his help.—Jwelch5742"", 'After a tornado hurls through Kansas, Dorothy Gale and her dog, Toto, are swept away from their home to the colorful and vibrant Land of Oz. In order to find their way back home, they must embark on a journey to the Emerald City, where the Wizard of Oz resides. On the way, they are accompanied by a Scarecrow who wants a brain, a Tin Man who wants a heart, and a Cowardly Lion who wants courage. They are hopeful that the Wizard will be able to fulfill their wishes, but not far behind them is the Wicked Witch of the West, who is out for revenge on Dorothy after she accidentally killed her sister, the Wicked Witch of the East.—goddangwatir', 'After being swept away in a tornado, a young heroine named Dorothy and her dog Toto end up in a wonderful land called Oz where she embarks on a journey to see the Wizard of Oz in order to get home and makes friends with a Scarecrow who wants a brain, a Tinman who wants a heart, and a Lion who wants some courage all while avoiding a wicked witch who is after her ruby slippers.', 'A young female and her dog find themselves in a strange new world. With the help of new friends, they travel far across the new world for help to get back home. However, they all are being hunted by a witch who wants to stop them from getting home.—RECB3']","Its underlying story penetrates straight to the deepest insecurities of childhood, stirs them and then reassures them.",1939,['Unknown'],Novel by Victor Fleming,early 1900s,https://open.spotify.com/album/6YJkcbbY6GiUGBzgE8AFxr
5,54438ade-99ad-3043-801b-8ac09597be3a,"['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', 'Wilfrid Brambell']","['John', 'Paul', 'George', 'Ringo', 'Grandfather']",Unknown,['Richard Lester'],"['Comedy', 'Musical']",A Hard Day's Night,['Unknown'],"['Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney\'s mischievous grandfather in check while preparing for a live TV performance.', ""A day-and-a-half in the life of the Fab Four leading up to a televised concert gig. The lads are constantly on the run, from their crazed fans and from their manager, who is constantly trying to rein them in. However, Ringo is arrested and still isn't in the studio a half-hour before air time. With Paul's grandfather available for additional comical relief, the group performs a dozen or so songs.—garykmcd"", 'John, Paul, George, and Ringo--collectively known as The Beatles--leave their Liverpool home-base to head to London where they are to perform on television. There they have a few official engagements beforehand, such as rehearsals at the studio and a press conference; otherwise they are stuck at the hotel. In addition, they want some free time out to just be lads, which could be difficult if not impossible, as throngs of adoring, screaming young female fans follow them wherever they are known to be. They also encounter a few people who would rather not associate with them because of different sensibilities; a few people who, when seeing only one at a time, wonder if they are who they look to be; and a few people who mistake them for other people. Sheltered Ringo, in particular, takes advantage of what little freedom they have, which could cause problems for them all in the end. Helping them navigate through all these issues but also ensuring that they do their work as celebrities are two of their managers, Norm and Shake, who are accompanying them on this trip and having a disagreement about height. Also along for the ride is Paul\'s paternal grandfather, John McCartneyl Paul\'s mum believes that he needs an outing to nurse a broken heart. Despite his outwardly-innocent appearance, McCartney Sr. ends up being a mischievous soul, and all four boys must help help get out of each one. But at least McCartney Sr. is clean, ""very clean"".—Huggo', ""The cult classic which captures John Lennon, Paul McCartney, George Harrison, and Ringo Starr in their electrifying element is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band must use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.""]","An hour and a half of pure, chaotic bliss.",1964,['Unknown'],Unknown,Unknown,
6,f0d7c68d-0619-347c-b4c8-f096af61fa5e,"['Jane Russell', 'Marilyn Monroe', 'Charles Coburn', 'Elliott Reid', 'Tommy Noonan']","['Dorothy Shaw', 'Lorelei Lee', ""Sir Francis 'Piggy' Beekman"", 'Ernie Malone', 'Gus Esmond Jr.']",Jule Styne,['Howard Hawks'],"['Comedy', 'Musical', 'Romance']",Gentlemen Prefer Blondes,['Paris'],"[""Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei's fiancé, as well as a rich, enamored old man and many other doting admirers."", 'Lorelei and Dorothy are just ""Two Little Girls from Little Rock"", lounge singers on a transatlantic cruise, working their way to Paris, and enjoying the company of any eligible men they might meet along the way, even though ""Diamonds are a Girl\'s Best Friend."" Based on the Broadway musical based on the novel.—Stewart M. Clamen <clamen@cs.cmu.edu>', ""Entertainers Dorothy Shaw and Lorelei Lee head for Europe on an ocean liner and encounter several mishaps and adventures on the way. For Lorelei, the trip will provide a necessary break from her fiancé Gus Edmond Jr. whose very rich father disapproves of their relationship. In fact, Gus' father convinced that Lorelei is just after a rich husband and sends a private detective on the trip to keep an eye on her. As for Dorothy she attracts many beaus, including the US Olympic team! All of this and several song and dance numbers along the way.—garykmcd""]","If I had to pick a single movie that best captures the charm of Marilyn Monroe, it would have to be this one.",1953,['Unknown'],Novel by Loos,1920s,
7,47b9bd39-7a0f-36cc-a9d7-e60a1100c242,"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron']","['Ally', 'Jack', 'Bobby', 'Lorenzo', 'Rez Gavron']",Unknown,['Bradley Cooper'],"['Drama', 'Music', 'Romance']",A Star Is Born,['Los Angeles'],"['A hard-drinking country music star falls in love with a singer whose career quickly takes off.', ""Seasoned musician Jackson Maine (Bradley Cooper) discovers-and falls in love with-struggling artist Ally (Gaga). She has just about given up on her dream to make it big as a singer - until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.—Warner Bros."", ""Jackson Maine, a famous country music singer privately battling an alcohol and drug addiction, plays a concert in California. His main support is Bobby, his manager and older half-brother. After the show, Jackson visits a drag bar where he witnesses a performance by Ally, a waitress and singer-songwriter. Jackson is amazed by her performance, and they spend the night speaking to each other, where Ally discloses to him the troubles she has faced in pursuing a professional music career. Jackson invites Ally to his next show. Despite her initial refusal she attends and, with Jackson's encouragement, sings on stage with him. Jackson invites Ally to go on tour with him, and they form a romantic relationship. In Arizona, Ally and Jackson visit the ranch where Jackson grew up and where his father is buried, only to discover that Bobby sold the land. Angered at his betrayal, Jackson punches Bobby, who subsequently quits as his manager. Before doing so, Bobby reveals that he did inform Jackson about the sale, but the latter was too inebriated to notice."", 'Long managed by his half-brother Bobby, superstar Jackson Maine is a country music singer-songwriter, who has the demon of substance abuse, primarily of alcohol. At a bar one evening after a concert, Jack meets Ally performing there, she long having given up on a dream of a professional music career, more a dream for her father Lorenzo, she working a kitchen job to pay the bills. They make an immediate connection. Jack, especially upon learning that she considers herself more a songwriter and is insecure about not having a traditional ""look"" which she feels is her biggest obstacle in ever eking out a career in the music business, tries to instill into her a sense of staying true to herself to show the world who she truly is through her music. Ally wants to show him that there are people who can love him beyond the artifice of celebrity. As they embark on a romantic relationship, Jack openly acts as her mentor in the music business. As Ally\'s star begins to rise from the exposure, she catches the attention of well-known manager Rez Gavron, who wants to represent her. While Ally\'s career hits stardom under Rez\'s control in a direction not envisioned by Jack, Ally and Jack\'s personal relationship and professional careers become at odds with each other, which is only exacerbated by Jack\'s excessive drinking.—Huggo']","Judy Garland is at her peak, pulling out all the stops, daring the gods in this dark, weighty fable of the price one pays to be at the top.",2018,['Unknown'],Unknown,contemporary,https://open.spotify.com/album/4sLtOBOzn4s3GDUv3c5oJD
8,4c6d2b7b-ab98-3a0a-ab90-b21bf797b103,[],[],Unknown,[],['Talk-Show'],The Young Girls of Rochefort,['Unknown'],"[""Join us - Pete Wright and Andy Nelson - as we continue our Musicals From the 60s series with Demy's 1967 film The Young Girls of Rochefort.""]",My favorite musical.,2018,"['Le pont transbordeur', 'Arrivée des Camionneurs ballet', 'Leçon de ballet', 'Chanson des jumelles', 'Chanson de Maxence', 'De Delphine à Lancien', 'Nous voyageons de ville en ville', 'Chanson de Delphine', 'Chanson de Simon', 'Andy amoureux', 'Marins, amis, amants ou maris', ""Chanson d'Yvonne"", 'Chanson de Maxence Reprise', 'Chanson de Solange', 'De Hambourg à Rochefort', 'Chanson des jumelles', 'Lola Lola', 'Ballet de basketball', 'La femme coupée en morceaux', 'Les rencontres', ""Chanson d'Andy"", 'Kermesse', ""Chanson d'un jour d'été"", 'Toujours, jamais', 'Concerto ballet', 'Départ des forains ballet', 'Départ des camionneurs final', 'Le pont transbordeur', 'Arrivée des Camionneurs ballet', 'Leçon de ballet', 'Chanson des jumelles', 'Chanson de Maxence', 'De Delphine à Lancien', 'Nous voyageons de ville en ville', 'Chanson de Delphine', 'Chanson de Simon', 'Andy amoureux', 'Marins, amis, amants ou maris', ""Chanson d'Yvonne"", 'Chanson de Maxence Reprise', 'Chanson de Solange', 'De Hambourg à Rochefort', 'Chanson des jumelles', 'Lola Lola', 'Ballet de basketball', 'La femme coupée en morceaux', 'Les rencontres', ""Chanson d'Andy"", 'Kermesse', ""Chanson d'un jour d'été"", 'Toujours, jamais', 'Concerto ballet', 'Départ des forains ballet', 'Départ des camionneurs final']",Unknown,Unknown,
9,bd259d46-a8a4-3ec7-8cd1-41b5b20102ee,"['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon', 'Marc Michel', 'Ellen Farner']","['Geneviève Emery', 'Guy Foucher', 'Madame Emery', 'Roland Cassard', 'Madeleine']",Michel Legrand,['Jacques Demy'],"['Drama', 'Musical', 'Romance']",The Umbrellas of Cherbourg,"['Cherbourg', 'France']","['A young woman separated from her lover by war faces a life-altering decision.', ""16-year-old Genevieve and 20-year-old Guy are very much in love. Her kind mother, who runs an umbrella shop, won't hear of her marrying, particularly as Guy has yet to complete his compulsory military service. Genevieve is heartbroken when he leaves for his army service in colonial Algeria and is upset to have received only one letter from him in two months. Her mother's solution to this situation is kind diamond-merchant Roland Cassard, who has helped them in the past.—garykmcd"", ""Cherbourg, Normandy, 1957. In the pastel-coloured, rain-soaked coastal town, demure sixteen-year-old Geneviève, the daughter of the once-thriving umbrella boutique proprietress Madame Emery, finds herself at love's command. In other words, luminous Geneviève has eyes only for Guy, a handsome twenty-year-old auto mechanic. However, fate has other plans in store for the young couple. As Guy does his part for mother France in the Algerian War, sad-eyed Geneviève has to endure two long years of emotional hardship before she reunites with the love of her life. But some dreams never come true--sometimes, absence makes the heart grow cold. And then, Roland, a kind and sophisticated Parisian jeweller, walks into Madame Emery's shop, offering support and undying, unconditional love. Is this the prelude to a silent farewell between the star-crossed lovers?—Nick Riganas"", 'Told in four acts, the lives of Geneviève Emery and Guy Foucher of Cherbourg, France are presented. Act 1 begins in November 1957, when sixteen year old Geneviève, who works in her widowed mother\'s umbrella shop called ""Les parapluies de Cherbourg"", and twenty year old Guy, who works as a mechanic at a gas station, are madly in love and want to get married. They are reluctant to tell anyone not only of their want to get married, but of their relationship. Geneviève believes her mother will think her too young, and would want her to marry someone with better prospects, especially considering her own tenuous financial situation. And Guy is more concerned now about not abandoning his ailing godmother, Aunt Élise, who raised him, and who he looks after along with a young woman named Madeleine. Act 2, told largely from Geneviève\'s perspective, begins in February 1958. Guy, drafted to fight for the French in Algeria, has been gone for two months, and is expected to be gone for two years. Geneviève rarely hears from Guy. In order to solve their many problems, Geneviève\'s mother wants her to marry Roland Cassard, a refined and well appointed diamond merchant who travels often for his work but who is devoted to Geneviève whenever he is in Cherbourg. Geneviève, who still loves Guy but who she is slowly losing in terms of him as a person in her mind, has to decide what to do about Roland, especially as it may become more difficult to accept his proposal as time progresses. Act 3, told largely from Guy\'s perspective, begins in March 1959 upon his military discharge and return to Cherbourg. Life circumstances, including what happened during the war, has changed Guy, and he has to figure out what the next phase of his life will look like because of his new perspective. Act 4 takes place on one snowy day in December 1963, when Geneviève and Guy are shown in their current lives, that based on what has happened in those previous three acts.—Huggo', '16-year-old Geneviève lives with her widowed mother, who owns an umbrella shop in Cherbourg. She and Guy, a 20-year-old auto mechanic, are secretly in love and want to marry, but when she tells her mother, the woman objects: Geneviève is too young and Guy is not mature or well-established enough, particularly since he has not yet done his required military service. Shortly after this, Guy is drafted to serve in the war in Algeria. While Guy is away they drift apart, and Geneviève, strongly encouraged by her mother, accepts a marriage proposal from a well-to-do gem dealer named Roland Cassard, who has fallen in love with her.—M. Paul Shore']",Far more powerful than one would initially suppose.,1964,['Unknown'],Unknown,early 1960s,https://open.spotify.com/album/3Cs095zyh0gHPzfMgvMWEn
10,a95d96f1-2f24-3697-a914-8882583ef03c,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley']","['Rick Dalton', 'Cliff Booth', 'Sharon Tate', 'Jay Sebring', 'Pussycat']",Unknown,['Quentin Tarantino'],"['Comedy', 'Drama']",Once Upon a Time... in Hollywood,['Hollywood'],"[""As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way."", ""Quentin Tarantino's Once Upon a Time... in Hollywood visits 1969 Los Angeles, where everything is changing, as TV star Rick Dalton (Leonardo DiCaprio) and his longtime stunt double Cliff Booth (Brad Pitt) make their way around an industry they hardly recognize anymore. The ninth film from the writer-director features a large ensemble cast and multiple storylines in a tribute to the final moments of Hollywood's golden age."", ""1969. Rick Dalton was once the star of a highly popular TV series but a few bad choices have set his career back, leaving him wondering if he should quit showbiz altogether. His best friend is Cliff Booth, an aging stuntman who was Dalton's stunt-double in movies and TV. His career is largely over. While Booth ekes out an existence, Dalton still lives a life of relative luxury in Hollywood, rubbing shoulders with the rich and famous. In fact, his neighbours are Roman Polanski and Sharon Tate.—grantss"", ""Set in Los Angeles, 1969. Over the hill TV actor Rick Dalton, and his best friend and stunt-double Cliff Booth, strive to reignite their Hollywood careers. Their dwindling careers are juxtaposed with the success of Rick's new next door neighbours: Sharon Tate and Roman Polanski. Rick and Cliff become unwittingly entangled with the infamous Manson family in the process.—jmcrighton-892-694446"", ""After a meteoric five-year rise to the top in Hollywood's cut-throat world and a long decade of treading water, fading action star Rick Dalton must now swallow that the rapacious film industry can do without him. Sensing that his career may be nearing its end, Rick and his sympathetic confidant Cliff Booth, a former stunt double, face the grim possibility of a mundane new life in an ever-changing 1969 Los Angeles. To add insult to injury, Dalton's glamorous next-door neighbours--Roman Polanski, a young director fresh off the triumph of Rosemary's Baby (1968), and Sharon Tate, the rising star of The Wrecking Crew (1968)--bask in the glory of their success. As a result, Rick must make a tough decision. But none of them realise they are on a collision course with a certain Charles Manson and his army of ferociously zealous believers. Will Hollywood ever be the same after August 9, 1969?—Nick Riganas""]","John Carney's direction is unassuming and without a hint of pretension, and his short screenplay lets the music do a lot of the talking.",2019,"['Once', 'Once', 'Once', 'Once', 'Once']",Unknown,Unknown,
